col,miss_ratio,miss_rate_patho,miss_rate_benign,delta,phi,abs_phi,p_value,note
AL_329,0.4896907216494845,0.6156716417910447,0.20833333333333334,0.40733830845771135,0.3766204344464563,0.3766204344464563,1.6007408170873443e-14,ok
AL_330,0.4896907216494845,0.6156716417910447,0.20833333333333334,0.40733830845771135,0.3766204344464563,0.3766204344464563,1.6007408170873443e-14,ok
AL_331,0.4896907216494845,0.6156716417910447,0.20833333333333334,0.40733830845771135,0.3766204344464563,0.3766204344464563,1.6007408170873443e-14,ok
AL_333,0.4896907216494845,0.6156716417910447,0.20833333333333334,0.40733830845771135,0.3766204344464563,0.3766204344464563,1.6007408170873443e-14,ok
AL_334,0.4896907216494845,0.6156716417910447,0.20833333333333334,0.40733830845771135,0.3766204344464563,0.3766204344464563,1.6007408170873443e-14,ok
AL_295,0.4896907216494845,0.6156716417910447,0.20833333333333334,0.40733830845771135,0.3766204344464563,0.3766204344464563,1.6007408170873443e-14,ok
AA_1,0.05670103092783505,0.018656716417910446,0.14166666666666666,-0.12300995024875622,-0.24583650882051858,0.24583650882051858,9.475625051572277e-07,ok
AA_2,0.05670103092783505,0.018656716417910446,0.14166666666666666,-0.12300995024875622,-0.24583650882051858,0.24583650882051858,9.475625051572277e-07,ok
EK_9,0.061855670103092786,0.022388059701492536,0.15,-0.12761194029850745,-0.2448460033572396,0.2448460033572396,1.050949159526227e-06,ok
EK_6,0.061855670103092786,0.022388059701492536,0.15,-0.12761194029850745,-0.2448460033572396,0.2448460033572396,1.050949159526227e-06,ok
EK_1,0.059278350515463915,0.022388059701492536,0.14166666666666666,-0.11927860696517413,-0.23345878889639726,0.23345878889639726,3.3491965968800554e-06,ok
EK_2,0.059278350515463915,0.022388059701492536,0.14166666666666666,-0.11927860696517413,-0.23345878889639726,0.23345878889639726,3.3491965968800554e-06,ok
CAT_3,0.059278350515463915,0.022388059701492536,0.14166666666666666,-0.11927860696517413,-0.23345878889639726,0.23345878889639726,3.3491965968800554e-06,ok
EK_8,0.059278350515463915,0.022388059701492536,0.14166666666666666,-0.11927860696517413,-0.23345878889639726,0.23345878889639726,3.3491965968800554e-06,ok
EK_7,0.059278350515463915,0.022388059701492536,0.14166666666666666,-0.11927860696517413,-0.23345878889639726,0.23345878889639726,3.3491965968800554e-06,ok
EK_5,0.059278350515463915,0.022388059701492536,0.14166666666666666,-0.11927860696517413,-0.23345878889639726,0.23345878889639726,3.3491965968800554e-06,ok
EK_4,0.059278350515463915,0.022388059701492536,0.14166666666666666,-0.11927860696517413,-0.23345878889639726,0.23345878889639726,3.3491965968800554e-06,ok
EK_3,0.3324742268041237,0.3656716417910448,0.25833333333333336,0.10733830845771142,0.10530961615795456,0.10530961615795456,0.03813184316193303,ok
AL_186,0.2603092783505155,0.291044776119403,0.19166666666666668,0.09937810945273631,0.10467599923401524,0.10467599923401524,0.03931351231000909,ok
AL_51,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_39,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_40,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_41,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_42,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_43,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_45,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_46,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_48,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_49,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_50,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_74,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_73,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_53,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_72,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_71,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_70,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_69,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_68,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_67,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_66,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_65,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_64,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_63,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_62,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_61,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_60,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_59,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_58,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_57,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_56,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_55,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_54,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
AL_52,0.37628865979381443,0.40298507462686567,0.31666666666666665,0.08631840796019902,0.08235260299339028,0.08235260299339028,0.1053017759024167,ok
