col,n,mean,std,mn,mx,q50,miss,nuniq,is_bin,prev,in01,has_neg,skew,group
AL_15,1787,0.011714016129036393,0.04263046881789711,4.7877874851953366e-36,0.9068447512405432,0.0001330955598245,0.3903104742408734,1786,False,,True,False,11.852725728907211,FREQ
AL_16,1056,0.013826758604931119,0.051114748790754644,3.10954121491543e-16,0.8883900033477107,0.0004915883374448,0.6397134083930399,1056,False,,True,False,10.913849441102393,FREQ
AL_17,1056,0.014678430094996905,0.05260903030381168,3.75643654952311e-40,0.870585805817814,0.0005214855837488001,0.6397134083930399,1056,False,,True,False,9.54666124687344,FREQ
AL_18,1056,0.013432824973702354,0.051506493496730345,9.911237570281051e-33,0.901848212428412,0.0001678231152802,0.6397134083930399,1056,False,,True,False,10.542523154487595,FREQ
AL_19,1056,0.013087700997446638,0.05087640724059621,4.620786747541946e-26,0.8958622397761431,0.00033952910805145004,0.6397134083930399,1056,False,,True,False,11.54784934929036,FREQ
AL_20,1055,0.013813122406092749,0.05197999288959466,2.129596255589615e-32,0.9004682325868015,0.0001949877784613,0.6400545888775162,1055,False,,True,False,10.997905483467024,FREQ
AL_21,1055,0.013983257200972848,0.057891493886462364,1.571573520057602e-32,0.900973943989964,0.0002469239303647,0.6400545888775162,1055,False,,True,False,10.32134131930607,FREQ
AL_22,1055,0.013670840891425435,0.05432710368184131,3.845518387741871e-35,0.9244419496369798,0.0002471188996088,0.6400545888775162,1055,False,,True,False,10.930839121796893,FREQ
AL_23,1056,0.013925863367046218,0.05293827866105413,1.877873457670857e-53,0.8998204130562623,0.0003977582580789,0.6397134083930399,1053,False,,True,False,11.091842909578581,FREQ
AL_24,1055,0.013458293038432968,0.05015605298346586,2.4930210262823335e-35,0.8948015288521592,0.0004411632117399,0.6400545888775162,1054,False,,True,False,11.030542389223408,FREQ
AL_25,1055,0.013271402099298698,0.05363061128129223,6.093312148398162e-55,0.9000000000930841,0.0001873871226732,0.6400545888775162,1055,False,,True,False,10.165354995487869,FREQ
AL_26,1846,0.014779090472673086,0.055676735168755716,4.1433693082896404e-37,0.9001646182566688,0.0008699595792563001,0.3701808256567724,1843,False,,True,False,9.71610441139849,FREQ
AL_27,252,0.5804380693011297,0.49215215564998743,0.0,1.0,1.0,0.9140225179119754,6,False,,True,False,-0.3272323545754508,OTHER
AL_28,252,0.025094546989593,0.07783128326082105,7.424175437891996e-05,0.8915776654433951,0.002157567042589,0.9140225179119754,251,False,,True,False,7.2615151126150606,OTHER
AL_29,252,0.5892010455371115,0.4900859625847339,0.0,1.0,1.0,0.9140225179119754,5,False,,True,False,-0.362382846425276,OTHER
AL_30,252,0.025629729466138555,0.09006731891367903,3.286642361197926e-26,0.8636406828621068,0.001629318663825,0.9140225179119754,252,False,,True,False,6.4347274215490735,OTHER
AL_31,252,0.5113540442242339,0.4923038178196026,0.0,1.0,0.7503461983821664,0.9140225179119754,14,False,,True,False,-0.040340199469101806,OTHER
AL_32,252,0.020615191858605764,0.0773651681408079,1.6064368020613197e-18,0.9117905485104194,0.0013321051682337998,0.9140225179119754,251,False,,True,False,8.432244081923736,OTHER
AL_33,252,0.5038604688245417,0.49413284961841236,0.0,1.0,0.5616444543109456,0.9140225179119754,13,False,,True,False,-0.013118038831098348,OTHER
AL_34,252,0.02034704361740099,0.08231779936273786,8.553464983984197e-28,0.9045522441222432,0.00031041836615394996,0.9140225179119754,252,False,,True,False,7.756972157937573,FREQ
AL_35,252,0.5333666583189186,0.4943157817766415,0.0,1.0,1.0,0.9140225179119754,10,False,,True,False,-0.1291343373743299,OTHER
AL_36,252,0.021511704624955115,0.08053047247844372,1.6362490614820674e-32,0.9000925482208537,0.0015688502000134998,0.9140225179119754,252,False,,True,False,7.71897142138567,OTHER
AL_37,252,0.5689734878658332,0.48875644131514107,0.0,1.0,1.0,0.9140225179119754,12,False,,True,False,-0.2783632434528755,OTHER
AL_38,252,0.024447327784973483,0.08205027114169462,1.902329331135525e-28,0.9000107387896592,0.0009226786007373,0.9140225179119754,250,False,,True,False,7.015985144112224,FREQ
AL_39,1514,0.5146789969986378,0.49974135360815425,0.0,1.0,1.0,0.48345274650290004,4,False,,True,False,-0.05873843908827143,OTHER
AL_40,1514,0.011577637223094664,0.038856170403376376,3.3704583389384795e-32,0.9437714830837632,0.00037269863991465,0.48345274650290004,1514,False,,True,False,13.53482683402473,FREQ
AL_41,1514,0.988110964332893,0.10842255760075976,0.0,1.0,1.0,0.48345274650290004,2,True,0.988110964332893,True,False,-9.006838690499157,BINARY
AL_42,1514,0.4986789960369881,0.5001634617086068,0.0,1.0,0.0,0.48345274650290004,2,True,0.4986789960369881,True,False,0.005284034293903149,BINARY
AL_43,1514,0.009976554969392119,0.03638238426577695,3.448956758056438e-34,0.8631936145095077,0.0002136492050733,0.48345274650290004,1514,False,,True,False,13.523177563350233,FREQ
AL_44,1514,0.9894319682959049,0.10229007485368277,0.0,1.0,1.0,0.48345274650290004,2,True,0.9894319682959049,True,False,-9.572652762316055,BINARY
AL_45,1514,0.47907909165105506,0.490537574381128,0.0,1.0,0.10510899663036016,0.48345274650290004,83,False,,True,False,0.08258995708438412,SCORE01
AL_46,1514,0.012791054858665071,0.040568636250622424,1.8066991613799394e-41,0.8571644177913977,0.0002395326934977,0.48345274650290004,1514,False,,True,False,11.780036090782419,FREQ
AL_47,1514,0.9821567383135995,0.13132091467265508,0.0,1.0,1.0,0.48345274650290004,4,False,,True,False,-7.282881927740897,OTHER
AL_48,1514,0.5020329837821086,0.4985336843259189,0.0,1.0,0.7171666851493173,0.48345274650290004,15,False,,True,False,-0.00862879110669389,OTHER
AL_49,1514,0.00913639988356238,0.0373279095460904,1.1420520150811333e-43,0.9,0.00014032404232414998,0.48345274650290004,1514,False,,True,False,15.082928798826975,FREQ
AL_50,1514,0.8233470214404052,0.38128609310596007,0.0,1.0,1.0,0.48345274650290004,3,False,,True,False,-1.6958310324006889,OTHER
AL_51,1514,0.5011514217499834,0.49922092665344736,0.0,1.0,0.7405509150586778,0.48345274650290004,10,False,,True,False,-0.005013353246847701,OTHER
AL_52,1514,0.010452680925179461,0.03863726219579927,2.8686095137896455e-31,0.9000057276024046,0.00013917172064459998,0.48345274650290004,1514,False,,True,False,14.009646706400794,FREQ
AL_53,1514,0.8115394815927874,0.3907133837300747,0.0,1.0,1.0,0.48345274650290004,6,False,,True,False,-1.593495662372392,OTHER
AL_54,1514,0.4986789960369881,0.5001634617086068,0.0,1.0,0.0,0.48345274650290004,2,True,0.4986789960369881,True,False,0.005284034293903144,BINARY
AL_55,1514,0.01022688508110918,0.038114553652736,5.3479755193541335e-25,0.925030382172028,0.0002271859151265,0.48345274650290004,1514,False,,True,False,14.194617636408136,FREQ
AL_56,1514,0.9062087186261559,0.29163445104609265,0.0,1.0,1.0,0.48345274650290004,2,True,0.9062087186261559,True,False,-2.7866593572340284,BINARY
AL_57,1514,0.5072413526877583,0.49711083644885246,0.0,1.0,0.8543690401291351,0.48345274650290004,29,False,,True,False,-0.02977514669311947,OTHER
AL_58,1514,0.010572847291654223,0.035371660529562525,1.326432106617277e-32,0.8858126030852566,0.00027332931041085,0.48345274650290004,1514,False,,True,False,13.641768878795213,FREQ
AL_59,1514,0.9484808454425363,0.22112717604836246,0.0,1.0,1.0,0.48345274650290004,2,True,0.9484808454425363,True,False,-4.057656214984573,BINARY
AL_60,1514,0.5135889876455907,0.49928404025261763,0.0,1.0,1.0,0.48345274650290004,8,False,,True,False,-0.054314373286504104,OTHER
AL_61,1514,0.008480316967080938,0.03487323806324898,6.012584137423056e-35,0.9134571723325424,0.00016161578456045,0.48345274650290004,1514,False,,True,False,16.32390838326023,FREQ
AL_62,1514,0.9740922710938676,0.15792239626342922,0.0,1.0,1.0,0.48345274650290004,4,False,,True,False,-5.959396460237031,OTHER
AL_63,1514,0.5335910561427697,0.4986432390395864,0.0,1.0,1.0,0.48345274650290004,6,False,,True,False,-0.13419070371875064,OTHER
AL_64,1514,0.009726774271844813,0.03556037045708952,1.3681948346536422e-38,0.897415993517573,0.00034506371256375003,0.48345274650290004,1514,False,,True,False,14.909565986645669,FREQ
AL_65,1514,0.9130427280415587,0.2815998588033147,0.0,1.0,1.0,0.48345274650290004,3,False,,True,False,-2.9307148605646653,OTHER
AL_66,1514,0.4888672890659192,0.4942738931787616,0.0,1.0,0.1894501758600177,0.48345274650290004,50,False,,True,False,0.04444698709940784,OTHER
AL_67,1514,0.009874072654866407,0.035112380952515704,2.493953287028168e-38,0.900002770750051,0.0001191754740258,0.48345274650290004,1514,False,,True,False,14.99052231940333,FREQ
AL_68,1514,0.8163291787561874,0.3867440653559802,0.0,1.0,1.0,0.48345274650290004,6,False,,True,False,-1.633065214115724,OTHER
AL_69,1514,0.5038588303670396,0.4983499832320496,0.0,1.0,0.8017045342611913,0.48345274650290004,18,False,,True,False,-0.015845966356073472,OTHER
AL_70,1514,0.010516718833174392,0.03711955100463107,4.345720625374826e-28,0.900001224243413,0.00016885129510345,0.48345274650290004,1514,False,,True,False,13.206946357990025,FREQ
AL_71,1514,0.8984208713394098,0.3013462488807814,0.0,1.0,1.0,0.48345274650290004,6,False,,True,False,-2.636920962223397,OTHER
AL_72,1514,0.523117569352708,0.4996303227390236,0.0,1.0,1.0,0.48345274650290004,2,True,0.523117569352708,True,False,-0.09256927245808515,BINARY
AL_73,1514,0.00940043079915176,0.036643424906538824,1.5397479674801618e-27,0.8940303165509736,0.0003091818811809,0.48345274650290004,1514,False,,True,False,14.894404140443733,FREQ
AL_74,1514,0.9425363276089829,0.23280334240289596,0.0,1.0,1.0,0.48345274650290004,2,True,0.9425363276089829,True,False,-3.8030600724081203,BINARY
AL_75,1197,0.5059434623870634,0.4999755732880959,0.0,1.0,1.0,0.5916069600818833,3,False,,True,False,-0.0239568092373914,OTHER
AL_76,1197,0.012641277924201968,0.04415393359027423,9.779794725585093e-30,0.8584238978478401,0.0002553999891531,0.5916069600818833,1197,False,,True,False,11.053316792272062,FREQ
AL_77,1197,0.7602339181286549,0.4271190869855008,0.0,1.0,1.0,0.5916069600818833,2,True,0.7602339181286549,True,False,-1.2190637074007606,BINARY
AL_78,1197,0.5321637426900585,0.49917297481398454,0.0,1.0,1.0,0.5916069600818833,2,True,0.5321637426900585,True,False,-0.12892198850808634,BINARY
AL_79,1197,0.010165977097031327,0.03911814254881777,1.8342e-06,0.8988165774188646,0.0003001411376109,0.5916069600818833,1195,False,,True,False,13.833568486327648,FREQ
AL_80,1197,1.0,0.0,1.0,1.0,1.0,0.5916069600818833,1,True,1.0,True,False,0.0,BINARY
AL_81,1197,0.5186589853709085,0.49966282178358806,0.0,1.0,1.0,0.5916069600818833,4,False,,True,False,-0.07483391739054719,OTHER
AL_82,1197,0.009977752618332697,0.039013057251760686,7.528637880002902e-38,0.9027480558367862,0.0001829128285753,0.5916069600818833,1195,False,,True,False,14.619222271159115,FREQ
AL_83,1197,0.747702589807853,0.4345125494394582,0.0,1.0,1.0,0.5916069600818833,2,True,0.747702589807853,True,False,-1.1406166431094027,BINARY
AL_84,1197,0.5249150210321231,0.4988518339927621,0.0,1.0,1.0,0.5916069600818833,8,False,,True,False,-0.09983431951483464,OTHER
AL_85,1197,0.01078353932317495,0.04163949505301123,8.346078958424829e-37,0.9064614704386031,0.0001594821518702,0.5916069600818833,1196,False,,True,False,13.708885441692384,FREQ
AL_86,1197,0.5697577276524645,0.49531688932813,0.0,1.0,1.0,0.5916069600818833,2,True,0.5697577276524645,True,False,-0.28178681564185765,BINARY
AL_87,1197,0.5382481311357018,0.49857318886516183,0.0,1.0,1.0,0.5916069600818833,3,False,,True,False,-0.15314492658518042,OTHER
AL_88,1197,0.01034496591556127,0.040933305619350026,3.6290341626168547e-25,0.8998351690300767,0.0001996630678779,0.5916069600818833,1193,False,,True,False,13.586755594030393,FREQ
AL_89,1197,0.8788638262322472,0.3264218381037539,0.0,1.0,1.0,0.5916069600818833,2,True,0.8788638262322472,True,False,-2.3222844600549846,BINARY
AL_90,1197,0.5463032556165474,0.4979439442587089,0.0,1.0,1.0,0.5916069600818833,4,False,,True,False,-0.18616008279179064,OTHER
AL_91,1197,0.009419107743421487,0.03860104617345762,3.6397666774313495e-32,0.8958972420902476,0.0002908961631594,0.5916069600818833,1196,False,,True,False,14.290318454315731,FREQ
AL_92,1197,0.7184628237259816,0.449936795631628,0.0,1.0,1.0,0.5916069600818833,2,True,0.7184628237259816,True,False,-0.9714881617904917,BINARY
AL_93,1197,0.5213032581453634,0.49975476169537564,0.0,1.0,1.0,0.5916069600818833,2,True,0.5213032581453634,True,False,-0.08529048230210076,BINARY
AL_94,1197,0.013194785951615553,0.052680157744627795,3.5046000000000003e-06,0.9,0.0006261468476917,0.5916069600818833,1195,False,,True,False,10.118229283884157,FREQ
AL_95,1197,0.9557226399331662,0.20579664102028558,0.0,1.0,1.0,0.5916069600818833,2,True,0.9557226399331662,True,False,-4.43071487817779,BINARY
AL_96,1197,0.4842713879897144,0.49652397326723846,0.0,1.0,0.0,0.5916069600818833,23,False,,True,False,0.06226268548353426,OTHER
AL_97,1197,0.011284403990318475,0.041226726688633045,1.1432477934187868e-34,0.9001136727251593,0.0001946166455411,0.5916069600818833,1197,False,,True,False,12.54915469668671,FREQ
AL_98,1197,0.5664630761948558,0.49519240899768524,0.0,1.0,1.0,0.5916069600818833,6,False,,True,False,-0.2682168730854559,OTHER
AL_99,1486,0.5020188425302826,0.5001642447222632,0.0,1.0,1.0,0.4930058000682361,2,True,0.5020188425302826,True,False,-0.00807543594791361,BINARY
AL_100,1486,0.011882249990999193,0.03935221805917769,3.133843680472512e-31,0.8595930997581689,0.00036031172069465,0.4930058000682361,1486,False,,True,False,11.83157950000755,FREQ
AL_101,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_102,1486,0.5329744279946165,0.4990794576713592,0.0,1.0,1.0,0.4930058000682361,2,True,0.5329744279946165,True,False,-0.13218547916619203,BINARY
AL_103,1486,0.009998393081656048,0.036815819571369326,5.4747e-07,0.911281740007858,0.00024472451923315,0.4930058000682361,1484,False,,True,False,14.638169995815671,FREQ
AL_104,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_105,1486,0.5053148663683446,0.4949422120722256,0.0,1.0,0.6799008450097691,0.4930058000682361,47,False,,True,False,-0.02191858057644496,OTHER
AL_106,1486,0.010348195358813329,0.03746157990936389,1.1709244591599357e-33,0.9000000707709918,8.216366383887769e-05,0.4930058000682361,1486,False,,True,False,13.544315723376496,FREQ
AL_107,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_108,1486,0.5189288490839412,0.49925921893929365,0.0,1.0,1.0,0.4930058000682361,7,False,,True,False,-0.07557722449587691,OTHER
AL_109,1486,0.011176043101334519,0.03788607309996488,3.8782390447086736e-35,0.89973,0.00019595706916745,0.4930058000682361,1486,False,,True,False,13.333727708447471,FREQ
AL_110,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_111,1486,0.5363391655450875,0.49884559331190925,0.0,1.0,1.0,0.4930058000682361,2,True,0.5363391655450875,True,False,-0.14574208686050433,BINARY
AL_112,1486,0.009622587768257328,0.03795321737792683,1.3680097654790198e-17,0.9394662785130156,0.00022771384246735,0.4930058000682361,1486,False,,True,False,15.182511720234148,FREQ
AL_113,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_114,1486,0.5156600212180869,0.49968349910651394,0.0,1.0,1.0,0.4930058000682361,5,False,,True,False,-0.06241726878517131,OTHER
AL_115,1486,0.0100871300980864,0.0376869775623322,6.383100772572072e-23,0.8994605333734945,0.0001856309938739,0.4930058000682361,1486,False,,True,False,14.071443372348995,FREQ
AL_116,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_117,1486,0.5094364655326299,0.4998178987185414,0.0,1.0,1.0,0.4930058000682361,4,False,,True,False,-0.03776260295732038,OTHER
AL_118,1486,0.009153698942157949,0.03576723176210352,7.815147972728607e-35,0.905540942748896,0.00016173776188035,0.4930058000682361,1486,False,,True,False,15.776632623931885,FREQ
AL_119,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_120,1486,0.5181695827725438,0.499837967863527,0.0,1.0,1.0,0.4930058000682361,2,True,0.5181695827725438,True,False,-0.07272636580730352,BINARY
AL_121,1486,0.009730230513479477,0.037541722033460165,5.876078420178302e-19,0.9072452125367302,0.0001813756347037,0.4930058000682361,1484,False,,True,False,14.433700883044207,FREQ
AL_122,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_123,1486,0.5241932624320885,0.49738397558289227,0.0,1.0,1.0,0.4930058000682361,26,False,,True,False,-0.09568939904720401,OTHER
AL_124,1486,0.010822981070385181,0.03848952910885179,1.4727018827967638e-35,0.8708333330203238,0.0002396594597801,0.4930058000682361,1486,False,,True,False,12.317535594629618,FREQ
AL_125,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_126,1486,0.5415733531888065,0.49755667758768174,0.0,1.0,1.0,0.4930058000682361,9,False,,True,False,-0.16649852399175932,OTHER
AL_127,1486,0.009372939268849459,0.035524471150473386,7.616714298491673e-34,0.8985630402720014,0.00018918731181605,0.4930058000682361,1486,False,,True,False,15.93031925924334,FREQ
AL_128,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_129,1486,0.48380837347114325,0.49258465035506627,0.0,1.0,0.13055636063704407,0.4930058000682361,69,False,,True,False,0.06583737473437136,SCORE01
AL_130,1486,0.009776379392954235,0.03758487230036771,4.212562616391922e-35,0.899926351619332,0.0001839312696309,0.4930058000682361,1486,False,,True,False,14.092306285420259,FREQ
AL_131,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_132,1486,0.5284502448934826,0.49922290297394545,0.0,1.0,1.0,0.4930058000682361,3,False,,True,False,-0.11374387368721287,OTHER
AL_133,1486,0.009902679240802995,0.03861388189398904,3.5238459902032762e-15,0.9515682130753712,0.00019886312574565,0.4930058000682361,1486,False,,True,False,14.849192627849886,FREQ
AL_134,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_135,1486,0.5551816958277255,0.4971129450091881,0.0,1.0,1.0,0.4930058000682361,2,True,0.5551816958277255,True,False,-0.22208342369932832,BINARY
AL_136,1486,0.011445109962355766,0.0394467210330597,5.118506031066571e-48,0.8655042311658896,0.00023302370770525,0.4930058000682361,1486,False,,True,False,12.016954700430627,FREQ
AL_137,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_138,1486,0.5154777927321669,0.4999286216843685,0.0,1.0,1.0,0.4930058000682361,2,True,0.5154777927321669,True,False,-0.0619408554004548,BINARY
AL_139,1486,0.0094493207605025,0.036387482409166096,1.548844537972613e-25,0.9079001152783032,0.00020200681829615,0.4930058000682361,1486,False,,True,False,16.15880129602531,FREQ
AL_140,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_141,1486,0.519642057829081,0.49929411833690607,0.0,1.0,1.0,0.4930058000682361,7,False,,True,False,-0.07905280787907126,OTHER
AL_142,1486,0.009976701068324496,0.037671100926631285,1.4162818184890048e-41,0.8997305280528345,0.0001708364416458,0.4930058000682361,1486,False,,True,False,13.388565774455488,FREQ
AL_143,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_144,1486,0.5370121130551817,0.49879608174714685,0.0,1.0,1.0,0.4930058000682361,2,True,0.5370121130551817,True,False,-0.148455748967194,BINARY
AL_145,1486,0.010639621237604395,0.038013354414485494,4.341737319622192e-27,0.899550000959408,0.00021285248774965,0.4930058000682361,1486,False,,True,False,13.908087715420267,FREQ
AL_146,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_147,1486,0.5259823776798591,0.4987658821876383,0.0,1.0,1.0,0.4930058000682361,7,False,,True,False,-0.10435316613052688,OTHER
AL_148,1486,0.010306537145718407,0.03802066078693414,4.7743443440797865e-27,0.8989218385146435,0.00025638131019755,0.4930058000682361,1486,False,,True,False,14.349568588997709,FREQ
AL_149,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_150,1486,0.5261474798311926,0.4978103219614622,0.0,1.0,1.0,0.4930058000682361,14,False,,True,False,-0.10455622813241779,OTHER
AL_151,1486,0.010670046400389297,0.03689444408149024,9.197338296194895e-39,0.8997892498794531,0.00032609011765455,0.4930058000682361,1486,False,,True,False,13.637495232438773,FREQ
AL_152,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_153,1486,0.5127860026917901,0.5000047581920775,0.0,1.0,1.0,0.4930058000682361,2,True,0.5127860026917901,True,False,-0.05116074120949005,BINARY
AL_154,1486,0.008547267391558746,0.035041185650531985,4.903518726756012e-28,0.8980200000001782,0.00014031182915445002,0.4930058000682361,1486,False,,True,False,16.593224640976892,FREQ
AL_155,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_156,1486,0.518792166269379,0.49948362185034445,0.0,1.0,1.0,0.4930058000682361,6,False,,True,False,-0.07523560501686673,OTHER
AL_157,1486,0.01172124525282651,0.03943453524692636,2.1846074855864667e-32,0.859680024506774,0.00031238827940775,0.4930058000682361,1486,False,,True,False,11.778455181588473,FREQ
AL_158,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_159,1486,0.5056445821574779,0.4998762336352731,0.0,1.0,1.0,0.4930058000682361,5,False,,True,False,-0.022712464163831284,OTHER
AL_160,1486,0.00999376639276199,0.03725678005043546,2.6917694490841215e-27,0.899795233026238,0.0001997200710521,0.4930058000682361,1486,False,,True,False,14.334022572926292,FREQ
AL_161,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_162,1486,0.5085813188082076,0.4997625803766133,0.0,1.0,1.0,0.4930058000682361,5,False,,True,False,-0.03383280893210925,OTHER
AL_163,1486,0.009991411460512438,0.03639657769998769,1.6106240152413934e-38,0.8997302187305486,0.00018999488479115,0.4930058000682361,1486,False,,True,False,13.942339054182302,FREQ
AL_164,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_165,1486,0.5220247865504763,0.4995061438987065,0.0,1.0,1.0,0.4930058000682361,4,False,,True,False,-0.08828729556976589,OTHER
AL_166,1486,0.010152379651027825,0.0364198434360227,1.4797877829219396e-28,0.8999055984991317,0.00019923689216205,0.4930058000682361,1486,False,,True,False,13.971355181211708,FREQ
AL_167,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_168,1486,0.5138768122329371,0.49896580863238477,0.0,1.0,1.0,0.4930058000682361,12,False,,True,False,-0.056446996109501595,OTHER
AL_169,1486,0.01025989176957509,0.036788476508030646,3.4890800015020524e-34,0.902868428985212,0.000219615596421,0.4930058000682361,1486,False,,True,False,14.585208042825178,FREQ
AL_170,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_171,1486,0.5171267572522465,0.4996700890332188,0.0,1.0,1.0,0.4930058000682361,4,False,,True,False,-0.06823008177606366,OTHER
AL_172,1486,0.008293602863169259,0.034535854904737866,5.7140340350527294e-34,0.8959506490884529,0.00016367254068105002,0.4930058000682361,1486,False,,True,False,16.76582593211654,FREQ
AL_173,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_174,1486,0.525620428305493,0.4981726775997254,0.0,1.0,1.0,0.4930058000682361,13,False,,True,False,-0.10326262151160734,OTHER
AL_175,1486,0.011217575960695602,0.040360791990386946,8.637174598502807e-41,0.8621516971851297,0.0002186082577552,0.4930058000682361,1486,False,,True,False,12.18706461072652,FREQ
AL_176,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_177,1486,0.5033647375504711,0.5001569964378072,0.0,1.0,1.0,0.4930058000682361,2,True,0.5033647375504711,True,False,-0.01345925496213532,BINARY
AL_178,1486,0.009717579350885614,0.03618837474790834,4.2884152203839627e-29,0.8965638808940772,0.000201640796827,0.4930058000682361,1486,False,,True,False,14.846098971801068,FREQ
AL_179,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_180,1486,0.5258161712903072,0.49932135326151744,0.0,1.0,1.0,0.4930058000682361,4,False,,True,False,-0.10304719440729006,OTHER
